#SampleID	filename	Gender	UNC	GLY	SUL	Tetra	TAU	OXO	AA	MIXED	HOST	MICROBIAL
X11713.16.F.16F.mzML.1	11713_16.F_16F.mzML	Male	0	0	0	0	1	1	0	0	1	1
X11713.17.F.17B.mzML.1	11713_17.F_17B.mzML	Male	0	1	0	0	1	0	0	1	1	0
X11713.17.F.17C.mzML.1	11713_17.F_17C.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.17.F.17E.mzML.1	11713_17.F_17E.mzML	Male	0	1	0	0	1	1	0	1	1	1
X11713.17.F.17F.mzML.1	11713_17.F_17F.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.17.F.17G.mzML.1	11713_17.F_17G.mzML	Male	0	1	0	0	1	0	0	1	1	0
X11713.17.F.17H.mzML.1	11713_17.F_17H.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.18.F.18A.mzML.1	11713_18.F_18A.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.18.F.18B.mzML.1	11713_18.F_18B.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.18.F.18C.mzML.1	11713_18.F_18C.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.18.F.18D.mzML.1	11713_18.F_18D.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.18.F.18F.mzML.1	11713_18.F_18F.mzML	Male	0	0	0	0	1	1	0	0	1	1
X11713.18.F.18G.mzML.1	11713_18.F_18G.mzML	Male	0	1	0	0	1	0	0	1	1	0
X11713.19.F.19B.WYD9.mzML.1	11713_19.F_19B.WYD9.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.19.F.19C.mzML.1	11713_19.F_19C.mzML	Female	1	1	0	0	1	1	0	1	1	1
X11713.19.F.19D.mzML.1	11713_19.F_19D.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.19.F.19E.mzML.1	11713_19.F_19E.mzML	Female	1	1	0	0	1	1	0	1	1	1
X11713.2.F.2A.mzML.1	11713.2.F.2A.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.2.F.2B.mzML.1	11713.2.F.2B.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.2.F.2C.mzML.1	11713.2.F.2C.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.2.F.2D.mzML.1	11713.2.F.2D.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.2.F.2F.mzML.1	11713.2.F.2F.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.2.F.2G.mzML.1	11713.2.F.2G.mzML	Female	1	1	0	0	1	1	0	1	1	1
X11713.2.F.2I.mzML.1	11713.2.F.2I.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.2.F.6.2E.mzML.1	11713.2.F.6.2E.mzML	Female	0	1	0	0	0	0	0	1	0	0
X11713.20.F.20A.mzML.1	11713.20.F.20A.mzML	Male	0	1	0	0	1	0	0	1	1	0
X11713.20.F.20C.mzML.1	11713.20.F.20C.mzML	Male	0	1	0	0	1	0	0	1	1	0
X11713.20.F.20D.mzML.1	11713.20.F.20D.mzML	Male	0	0	0	0	1	0	0	0	1	0
X11713.20.F.20E.mzML.1	11713.20.F.20E.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.20.F20B.mzML.1	11713.20.F20B.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.21.F.21A.mzML.1	11713.21.F.21A.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.21.F.21B.mzML.1	11713.21.F.21B.mzML	Female	0	1	0	0	1	1	0	1	1	1
X11713.21.F.21C.WYE4.mzML.1	11713.21.F.21C.WYE4.mzML	Female	0	0	0	0	1	0	0	0	1	0
X11713.21.F.21D.mzML.1	11713.21.F.21D.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.22.F.22A.mzML.1	11713.22.F.22A.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.22.F.22C.mzML.1	11713.22.F.22C.mzML	Female	1	1	0	1	1	0	0	1	1	0
X11713.22.F.22D.mzML.1	11713.22.F.22D.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.22.F.22E.mzML.1	11713.22.F.22E.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.22.F.22F.mzML.1	11713.22.F.22F.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.23.F.23A.mzML.1	11713.23.F.23A.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.23.F.23B.mzML.1	11713.23.F.23B.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.23.F.23C.mzML.1	11713.23.F.23C.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.23.F.23D.mzML.1	11713.23.F.23D.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.23.F.23E.mzML.1	11713.23.F.23E.mzML	Female	1	1	0	0	1	1	0	1	1	1
X11713.23.F.23F.mzML.1	11713.23.F.23F.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.24.F.24A.mzML.1	11713.24.F.24A.mzML	Male	0	1	0	0	1	0	0	1	1	0
X11713.24.F.24B.mzML.1	11713.24.F.24B.mzML	Male	0	1	0	0	0	0	0	1	0	0
X11713.24.F.24D.mzML.1	11713.24.F.24D.mzML	Male	1	1	0	0	0	1	0	1	0	1
X11713.25.F.25A.mzML.1	11713.25.F.25A.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.25.F.25B.mzML.1	11713.25.F.25B.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.25.F.25C.mzML.1	11713.25.F.25C.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.25.F.25D.mzML.1	11713.25.F.25D.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.25.F.25E.mzML.1	11713.25.F.25E.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.25.F.25G.mzML.1	11713.25.F.25G.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.3.F.3A.mzML.1	11713.3.F.3A.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.3.F.3B.mzML.1	11713.3.F.3B.mzML	Female	1	1	0	0	1	1	0	1	1	1
X11713.3.F.3C.mzML.1	11713.3.F.3C.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.3.F.3E.mzML.1	11713.3.F.3E.mzML	Female	0	0	0	0	0	1	0	0	0	1
X11713.4.F.4B.mzML.1	11713.4.F.4B.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.4.F.4C.mzML.1	11713.4.F.4C.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.4.F.4D.mzML.1	11713.4.F.4D.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.4.F.4E.mzML.1	11713.4.F.4E.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.4.F.4F.mzML.1	11713.4.F.4F.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.4.F.4G.mzML.1	11713.4.F.4G.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.5.F.5A.mzML.1	11713.5.F.5A.mzML	Male	0	1	0	0	1	0	0	1	1	0
X11713.5.F.5B.mzML.1	11713.5.F.5B.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.5.F.5C.mzML.1	11713.5.F.5C.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.5.F.5D.mzML.1	11713.5.F.5D.mzML	Male	1	1	0	0	1	0	0	1	1	0
X11713.5.F.5E.mzML.1	11713.5.F.5E.mzML	Male	1	1	0	0	1	1	0	1	1	1
X11713.5.F.5F.mzML.1	11713.5.F.5F.mzML	Male	0	0	0	0	0	1	0	0	0	1
X11713.6.F.6A.WYH2.mzML.1	11713.6.F.6A.WYH2.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.6.F.6C.mzML.1	11713.6.F.6C.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.7.F.7A.mzML.1	11713.7.F.7A.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.7.F.7B.mzML.1	11713.7.F.7B.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.7.F.7C.mzML.1	11713.7.F.7C.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.8.F.8A.mzML.1	11713.8.F.8A.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.8.F.8B.mzML.1	11713.8.F.8B.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.8.F.8C.mzML.1	11713.8.F.8C.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.8.F.8D.mzML.1	11713.8.F.8D.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.8.F.8E.mzML.1	11713.8.F.8E.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.8.F.8F.mzML.1	11713.8.F.8F.mzML	Female	1	0	0	0	1	1	0	1	1	1
X11713.9.F.9A.mzML.1	11713.9.F.9A.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.9.F.9B.mzML.1	11713.9.F.9B.mzML	Female	1	1	0	0	1	0	0	1	1	0
X11713.9.F.9D.mzML.1	11713.9.F.9D.mzML	Female	0	1	0	0	1	0	0	1	1	0
X11713.9.F.9E.mzML.1	11713.9.F.9E.mzML	Female	0	0	0	0	1	0	0	0	1	0
X11713.9.F.9F.mzML.1	11713.9.F.9F.mzML	Female	1	1	0	0	1	1	0	1	1	1
X11713.9.F.9G.mzML.1	11713.9.F.9G.mzML	Female	1	1	0	0	1	1	0	1	1	1
X15NAVY02.V1.20151121.mzML.1	15NAVY02.V1.20151121.mzML	Male	1	0	0	0	0	0	0	1	0	0
X15NAVY02.V1.20161122.mzML.1	15NAVY02.V1.20161122.mzML	Male	1	0	0	0	0	1	0	1	0	1
X15NAVY02.V2.20151212.mzML.1	15NAVY02.V2.20151212.mzML	Male	1	0	0	0	0	0	0	1	0	0
X15NAVY03.V1.20151123.mzML.1	15NAVY03.V1.20151123.mzML	Male	1	0	0	0	1	0	0	1	1	0
X15NAVY03.V2.20151211.mzML.1	15NAVY03.V2.20151211.mzML	Male	1	0	0	0	1	0	0	1	1	0
X15NAVY03.V2.20151212.mzML.1	15NAVY03.V2.20151212.mzML	Male	1	0	0	0	0	0	0	1	0	0
X16NAVY04.V1.20160128.mzML.1	16NAVY04.V1.20160128.mzML	Male	1	1	0	0	1	1	0	1	1	1
X16NAVY04.V1.20161130.mzML.1	16NAVY04.V1.20161130.mzML	Male	1	0	0	0	0	0	0	1	0	0
X16NAVY05.V1.14.20160207.mzML.1	16NAVY05.V1_14.20160207.mzML	Male	0	0	0	0	1	0	0	0	1	0
X16NAVY05.V2.20160228.40772.mzML.1	16NAVY05.V2.20160228.40772.mzML	Male	0	0	0	0	1	0	0	0	1	0
X16NAVY06.V2.20160227.mzML.1	16NAVY06.V2.20160227.mzML	Female	0	0	0	0	1	0	0	0	1	0
X16NAVY08.V2.20160314.mzML.1	16NAVY08.V2.20160314.mzML	Female	0	0	0	0	1	0	0	0	1	0
X16NAVY08.V2.20160513.mzML.1	16NAVY08.V2.20160513.mzML	Female	1	0	0	0	0	0	0	1	0	0
X16NAVY08.V2.20160514.mzML.1	16NAVY08.V2.20160514.mzML	Female	1	0	0	0	0	0	0	1	0	0
X16NAVY10.V2.20160712.mzML.1	16NAVY10.V2.20160712.mzML	Female	1	0	0	0	0	0	0	1	0	0
X16NAVY11.V1.20160621.mzML.1	16NAVY11.V1.20160621.mzML	Female	0	0	0	0	1	0	0	0	1	0
X16NAVY11.V1.20160623.mzML.1	16NAVY11.V1.20160623.mzML	Female	1	0	0	0	0	0	0	1	0	0
X16NAVY11.V2.20160712.mzML.1	16NAVY11.V2.20160712.mzML	Female	1	0	0	0	1	1	0	1	1	1
X16NAVY11.V2.20160713.mzML.1	16NAVY11.V2.20160713.mzML	Female	1	0	0	0	0	0	0	1	0	0
X16NAVY12.V1.20160723.mzML.1	16NAVY12.V1.20160723.mzML	Female	1	0	0	0	1	1	0	1	1	1
X16NAVY12.V2.20160813.mzML.1	16NAVY12.V2.20160813.mzML	Female	1	0	0	0	0	1	0	1	0	1
X16NAVY12.V2.20160814.mzML.1	16NAVY12.V2.20160814.mzML	Female	1	0	0	0	0	0	0	1	0	0
X16NAVY13.V1.20160917.180702233748.mzML.1	16NAVY13.V1.20160917_180702233748.mzML	Male	1	0	0	0	0	1	0	1	0	1
X16NAVY13.V2.20161008.mzML.1	16NAVY13.V2.20161008.mzML	Male	1	0	0	0	0	1	0	1	0	1
X16NAVY13.V2.20161009.180702134755.mzML.1	16NAVY13.V2.20161009_180702134755.mzML	Male	1	0	0	0	0	1	0	1	0	1
X16NAVY14.V1.20161027.mzML.1	16NAVY14.V1.20161027.mzML	Female	1	1	0	0	0	1	0	1	0	1
X16NAVY14.V1.20161028.mzML.1	16NAVY14.V1.20161028.mzML	Female	1	0	0	0	0	0	0	1	0	0
X16NAVY14.V2.20161118.mzML.1	16NAVY14.V2.20161118.mzML	Female	1	0	0	0	0	1	0	1	0	1
X16NAVY14.V2.20161119.mzML.1	16NAVY14.V2.20161119.mzML	Female	1	0	0	0	0	1	0	1	0	1
X16NAVY15.V1.20161112.mzML.1	16NAVY15.V1.20161112.mzML	Male	1	0	0	1	0	1	0	1	1	1
X16NAVY15.V1.20161113.mzML.1	16NAVY15.V1.20161113.mzML	Male	1	0	0	0	0	1	0	1	0	1
X16NAVY15.V2.20161202.mzML.1	16NAVY15.V2.20161202.mzML	Male	1	0	0	0	0	1	0	1	0	1
X16NAVY15.V2.20161203.mzML.1	16NAVY15.V2.20161203.mzML	Male	1	0	0	0	0	1	0	1	0	1
X16NAVY15.V2.20161205.mzML.1	16NAVY15.V2.20161205.mzML	Male	1	0	0	0	0	1	0	1	0	1
X17NAVY18.V1.20170210.mzML.1	17NAVY18.V1.20170210.mzML	Male	1	0	0	0	0	1	0	1	0	1
X17NAVY18.V1.20170212.mzML.1	17NAVY18.V1.20170212.mzML	Male	1	0	0	0	0	1	0	1	0	1
X17NAVY18.V1.20170213.mzML.1	17NAVY18.V1.20170213.mzML	Male	1	0	0	0	0	0	0	1	0	0
X17NAVY18.V2.20170303.mzML.1	17NAVY18.V2.20170303.mzML	Male	1	0	0	0	0	0	0	1	0	0
X17NAVY18.V2.20170305.mzML.1	17NAVY18.V2.20170305.mzML	Male	1	0	0	0	0	1	0	1	0	1
X17NAVY18.V2.20170306.mzML.1	17NAVY18.V2.20170306.mzML	Male	1	0	0	0	0	1	0	1	0	1
X17NAVY22.V1.20170703.mzML.1	17NAVY22.V1.20170703.mzML	Female	1	0	0	0	0	0	0	1	0	0
X17NAVY22.V1.20170730.mzML.1	17NAVY22.V1.20170730.mzML	Female	1	0	0	0	0	0	0	1	0	0
X17NAVY22.V2.20170818.mzML.1	17NAVY22.V2.20170818.mzML	Female	1	0	0	0	0	1	0	1	0	1
X17NAVY22.V2.20170820.mzML.1	17NAVY22.V2.20170820.mzML	Female	1	0	0	0	0	1	0	1	0	1
X17NAVY22.V2.20170821.mzML.1	17NAVY22.V2.20170821.mzML	Female	1	0	0	0	0	1	0	1	0	1
X17NAVY24.V1.20170908.mzML.1	17NAVY24.V1.20170908.mzML	Male	1	0	0	0	0	1	0	1	0	1
X17NAVY24.V1.20170910.mzML.1	17NAVY24.V1.20170910.mzML	Male	1	0	0	0	0	1	0	1	0	1
X17NAVY24.V1.20170911.mzML.1	17NAVY24.V1.20170911.mzML	Male	1	0	0	0	0	1	0	1	0	1
X17NAVY24.V2.20171001.mzML.1	17NAVY24.V2.20171001.mzML	Male	1	0	0	0	0	1	0	1	0	1
X17NAVY24.V2.20171002.mzML.1	17NAVY24.V2.20171002.mzML	Male	0	0	0	0	0	1	0	0	0	1
X18NAVY27.V1.20180121.mzML.1	18NAVY27.V1.20180121.mzML	Male	1	1	0	0	1	1	0	1	1	1
X18NAVY27.V1.20180122.mzML.1	18NAVY27.V1.20180122.mzML	Male	1	0	0	0	0	1	0	1	0	1
X18NAVY27.V2.20180209.mzML.1	18NAVY27.V2.20180209.mzML	Male	1	1	0	0	0	1	1	1	0	1
X18NAVY28.V1.20180323.mzML.1	18NAVY28.V1.20180323.mzML	Female	1	0	0	0	0	1	0	1	0	1
X18NAVY28.V1.20180325.mzML.1	18NAVY28.V1.20180325.mzML	Female	1	0	0	0	0	1	1	1	0	1
X18NAVY28.V1.20180326.mzML.1	18NAVY28.V1.20180326.mzML	Female	1	0	0	0	0	1	1	1	0	1
X18NAVY28.V2.20180413.mzML.1	18NAVY28.V2.20180413.mzML	Female	1	0	0	0	0	1	0	1	0	1
X18NAVY28.V2.20180415.mzML.1	18NAVY28.V2.20180415.mzML	Female	1	0	0	0	0	1	0	1	0	1
X18NAVY28.V2.20180416.mzML.1	18NAVY28.V2.20180416.mzML	Female	1	0	0	0	0	1	0	1	0	1
X18NAVY30.V1.20180125.mzML.1	18NAVY30.V1.20180125.mzML	Male	1	0	0	0	0	0	0	1	0	0
X18NAVY30.V1.20180128.mzML.1	18NAVY30.V1.20180128.mzML	Male	1	0	0	0	0	0	0	1	0	0
X18NAVY30.V2.20180218.mzML.1	18NAVY30.V2.20180218.mzML	Male	1	1	0	0	1	1	0	1	1	1
X18NAVY30.V2.20180219.mzML.1	18NAVY30.V2.20180219.mzML	Male	1	0	0	0	0	0	0	1	0	0
X18NAVY32.V1.20180323.mzML.1	18NAVY32.V1.20180323.mzML	Male	1	0	0	0	0	1	0	1	0	1
X18NAVY32.V2.20180413.mzML.1	18NAVY32.V2.20180413.mzML	Male	1	0	0	0	0	1	0	1	0	1
X18NAVY32.V2.20180415.mzML.1	18NAVY32.V2.20180415.mzML	Male	1	0	0	0	0	0	0	1	0	0
X18NAVY32.V2.20180416.mzML.1	18NAVY32.V2.20180416.mzML	Male	1	0	0	0	0	1	0	1	0	1
X38692.mzXML.1	38692.mzXML	Female	1	0	0	0	1	1	0	1	1	1
X38693.mzXML.1	38693.mzXML	Male	1	1	1	0	1	1	1	1	1	1
X38694.mzXML.1	38694.mzXML	Female	1	1	0	1	0	1	1	1	1	1
X38695.mzXML.1	38695.mzXML	Female	1	1	1	1	1	1	0	1	1	1
X38696.mzXML.1	38696.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38697.mzXML.1	38697.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38698.mzXML.1	38698.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38699.mzXML.1	38699.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38700.mzXML.1	38700.mzXML	Female	1	1	0	1	0	1	0	1	1	1
X38701.mzXML.1	38701.mzXML	Female	1	1	1	1	0	1	0	1	1	1
X38702.mzXML.1	38702.mzXML	Female	1	1	0	1	0	1	0	1	1	1
X38703.mzXML.1	38703.mzXML	Female	1	1	0	1	1	1	0	1	1	1
X38704.mzXML.1	38704.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38705.mzXML.1	38705.mzXML	Female	1	1	1	1	1	1	1	1	1	1
X38706.mzXML.1	38706.mzXML	Female	1	1	1	1	1	1	1	1	1	1
X38707.mzXML.1	38707.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38708.mzXML.1	38708.mzXML	Female	1	1	1	1	0	1	1	1	1	1
X38709.mzXML.1	38709.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38710.mzXML.1	38710.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38711.mzXML.1	38711.mzXML	Male	1	1	0	0	1	1	0	1	1	1
X38712.mzXML.1	38712.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38713.mzXML.1	38713.mzXML	Male	1	1	1	1	1	1	0	1	1	1
X38714.mzXML.1	38714.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38715.mzXML.1	38715.mzXML	Female	1	1	0	1	0	1	0	1	1	1
X38716.mzXML.1	38716.mzXML	Male	1	1	1	1	1	1	0	1	1	1
X38717.mzXML.1	38717.mzXML	Female	1	1	1	1	1	1	1	1	1	1
X38718.mzXML.1	38718.mzXML	Female	1	1	0	1	1	1	0	1	1	1
X38719.mzXML.1	38719.mzXML	Male	1	0	0	1	1	1	0	1	1	1
X38720.mzXML.1	38720.mzXML	Female	1	1	0	1	0	1	1	1	1	1
X38721.mzXML.1	38721.mzXML	Male	1	0	0	1	0	0	0	1	1	0
X38722.mzXML.1	38722.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38723.mzXML.1	38723.mzXML	Male	1	1	0	1	1	1	0	1	1	1
X38724.mzXML.1	38724.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38725.mzXML.1	38725.mzXML	Female	1	1	1	1	0	1	0	1	1	1
X38726.mzXML.1	38726.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38727.mzXML.1	38727.mzXML	Male	1	1	0	0	1	0	0	1	1	0
X38728.mzXML.1	38728.mzXML	Female	1	1	0	1	0	1	1	1	1	1
X38729.mzXML.1	38729.mzXML	Female	1	1	1	1	1	1	1	1	1	1
X38730.mzXML.1	38730.mzXML	Male	1	1	0	1	1	1	1	1	1	1
X38731.mzXML.1	38731.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38732.mzXML.1	38732.mzXML	Female	1	1	0	0	1	1	1	1	1	1
X38733.mzXML.1	38733.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38734.mzXML.1	38734.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38735.mzXML.1	38735.mzXML	Female	1	1	1	1	1	1	0	1	1	1
X38736.mzXML.1	38736.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38739.mzXML.1	38739.mzXML	Female	1	1	0	1	0	1	0	1	1	1
X38740.mzXML.1	38740.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38741.mzXML.1	38741.mzXML	Female	1	1	0	1	1	1	0	1	1	1
X38743.mzXML.1	38743.mzXML	Female	1	1	1	0	0	1	0	1	0	1
X38744.mzXML.1	38744.mzXML	Female	1	1	0	0	0	1	1	1	0	1
X38745.mzXML.1	38745.mzXML	Male	1	1	0	0	1	1	0	1	1	1
